doc_id,model,bin,draw_reason,ngram,aligned_p,cer_lenient,tier,script_bucket,failure_mode,judged,judged_halluc_severe,judged_halluc_any,judged_canonical,overall_quality,image_url
Cambridge_CUL_T_S_24_13,qwen3_vl_8b_heb_v17_step800,"[0.20,0.35)",bin_quota,0.273,0.7227,0.397,A,untagged,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/7558_image.jpg
Cambridge_CUL_T_S_8_143,qwen3_vl_8b_heb_v17_step800,"[0.20,0.35)",bin_quota,0.2904,0.7271,0.3552,A,judaeo_arabic,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/1831_image.jpg
New_York_JTS_ENA_NS_50_32,qwen3_vl_8b_heb_v17_step800,"[0.20,0.35)",canonical_completion,0.302,0.664,0.3525,A,hebrew,substantive,True,True,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/11585_image.jpg
Oxford_Bodleian_MS_heb_d_74_40,qwen3_vl_8b_heb_v17_step800,"[0.20,0.35)",bin_quota,0.288,0.7975,0.3058,A,judaeo_arabic,substantive,True,False,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/2565_image.jpg
Cambridge_CUL_T_S_10J2_3,vision_ocr_seg,"[0.20,0.35)",bin_quota,0.2207,0.68,0.5161,A,aramaic,substantive,True,False,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/1529_image.jpg
Cambridge_CUL_T_S_13J23_7,vision_ocr_seg,"[0.20,0.35)",bin_quota,0.308,0.7954,0.6544,A,hebrew,substantive,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/3355_image.jpg
Cambridge_CUL_T_S_16_124,vision_ocr_seg,"[0.20,0.35)",bin_quota,0.3445,0.8126,0.418,A,untagged,substantive,True,False,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3414_image.jpg
Cambridge_CUL_T_S_10J2_3,gemini_flash,"[0.35,0.60)",bin_quota,0.4961,0.8809,0.2043,A,aramaic,substantive,True,True,True,True,fair,https://storage.googleapis.com/cairo-genizah-es-json/images/1529_image.jpg
Oxford_Bodleian_MS_heb_b_11_28,gemini_flash,"[0.35,0.60)",bin_quota,0.4198,0.848,0.2562,A,hebrew,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/515_image.jpg
Cambridge_CUL_T_S_13J23_7,gemini_pro,"[0.35,0.60)",bin_quota,0.3872,0.8464,0.3895,A,hebrew,substantive,True,True,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3355_image.jpg
Cambridge_CUL_T_S_Misc_35_11,gemini_pro,"[0.35,0.60)",canonical_completion,0.4689,0.863,0.2397,A,hebrew,substantive,True,True,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/1357_image.jpg
New_York_JTS_ENA_4007_6,gemini_pro,"[0.35,0.60)",canonical_completion,0.5942,0.8982,0.1969,B,hebrew,substantive,True,True,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/751_image.jpg
Cambridge_CUL_T_S_10J12_9,gpt_5_6_sol,"[0.35,0.60)",bin_quota,0.5282,0.8778,0.1957,A,hebrew,substantive,True,True,True,False,fair,https://storage.googleapis.com/cairo-genizah-es-json/images/2823_image.jpg
Cambridge_CUL_T_S_10J2_3,gpt_5_6_sol,"[0.35,0.60)",canonical_completion,0.5894,0.9177,0.644,A,aramaic,substantive,True,False,False,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/1529_image.jpg
Oxford_Bodleian_MS_heb_a_2_4,gpt_5_6_sol,"[0.35,0.60)",canonical_completion,0.4267,0.7153,0.4019,A,aramaic,substantive,True,True,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/2509_image.jpg
Cambridge_CUL_T_S_10J5_9,kraken_raw,"[0.35,0.60)",bin_quota,0.3621,0.768,0.4034,B,judaeo_arabic,substantive,False,False,False,False,,https://storage.googleapis.com/cairo-genizah-es-json/images/3036_image.jpg
Cambridge_CUL_T_S_13J6_23,kraken_raw,"[0.35,0.60)",bin_quota,0.4693,0.8729,0.3527,A,judaeo_arabic,substantive,False,False,False,False,,https://storage.googleapis.com/cairo-genizah-es-json/images/1172_image.jpg
Cambridge_CUL_T_S_Ar_18_49,kraken_raw,"[0.35,0.60)",bin_quota,0.3821,0.7548,0.4031,B,untagged,substantive,False,False,False,False,,https://storage.googleapis.com/cairo-genizah-es-json/images/9283_image.jpg
Cambridge_CUL_T_S_10J12_4,kraken_seg,"[0.35,0.60)",canonical_completion,0.4055,0.7969,0.3203,B,judaeo_arabic,substantive,True,True,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/2820_image.jpg
Cambridge_CUL_T_S_12_3,kraken_seg,"[0.35,0.60)",canonical_completion,0.501,0.8341,0.244,A,judaeo_arabic,substantive,True,False,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3153_image.jpg
Cambridge_CUL_T_S_16_149,kraken_seg,"[0.35,0.60)",bin_quota,0.5423,0.8822,0.2623,B,judaeo_arabic,substantive,True,False,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/5287_image.jpg
Cambridge_CUL_T_S_10J12_9,qwen3_vl_8b_heb_v16_step1100,"[0.35,0.60)",bin_quota,0.417,0.869,0.1914,A,hebrew,substantive,True,False,False,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/2823_image.jpg
Cambridge_CUL_Or_1080_J262,qwen3_vl_8b_heb_v17_step800,"[0.35,0.60)",bin_quota,0.3781,0.8333,0.2054,A,judaeo_arabic,substantive,True,False,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/4008_image.jpg
Manchester_JRL_A_960,claude_opus_4_8,"[0.60,1]",bin_quota,0.7602,0.9386,0.1276,A,aramaic,substantive,True,False,True,True,fair,https://storage.googleapis.com/cairo-genizah-es-json/images/28375_image.jpg
Cambridge_CUL_T_S_13J13_16,gemini_flash,"[0.60,1]",bin_quota,0.6839,0.9075,0.1559,A,hebrew,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3215_image.jpg
Cambridge_CUL_T_S_16_124,gemini_flash,"[0.60,1]",canonical_completion,0.6605,0.9102,0.2172,A,untagged,substantive,True,True,True,True,fair,https://storage.googleapis.com/cairo-genizah-es-json/images/3414_image.jpg
Manchester_JRL_A_960,gemini_flash,"[0.60,1]",canonical_completion,0.7697,0.9151,0.1356,A,aramaic,substantive,True,False,True,True,fair,https://storage.googleapis.com/cairo-genizah-es-json/images/28375_image.jpg
Cambridge_CUL_T_S_10J12_9,gemini_pro,"[0.60,1]",bin_quota,0.7659,0.9523,0.0843,A,hebrew,substantive,True,False,True,False,good,https://storage.googleapis.com/cairo-genizah-es-json/images/2823_image.jpg
Cambridge_CUL_T_S_13J17_9,gemini_pro,"[0.60,1]",canonical_completion,0.6131,0.9074,0.2817,B,hebrew,substantive,True,True,True,True,fair,https://storage.googleapis.com/cairo-genizah-es-json/images/3269_image.jpg
Manchester_JRL_A_960,gemini_pro,"[0.60,1]",canonical_completion,0.8684,0.9576,0.059,A,aramaic,substantive,True,False,False,True,good,https://storage.googleapis.com/cairo-genizah-es-json/images/28375_image.jpg
Oxford_Bodleian_MS_heb_a_2_4,gemini_pro,"[0.60,1]",canonical_completion,0.6013,0.8515,0.2096,A,aramaic,substantive,True,True,True,True,fair,https://storage.googleapis.com/cairo-genizah-es-json/images/2509_image.jpg
Oxford_Bodleian_MS_heb_c_28_66,gemini_pro,"[0.60,1]",canonical_completion,0.7314,0.9336,0.0937,A,hebrew,substantive,True,False,True,True,good,https://storage.googleapis.com/cairo-genizah-es-json/images/549_image.jpg
Cambridge_CUL_T_S_12_3,gpt_5_6_sol,"[0.60,1]",canonical_completion,0.85,0.9667,0.9858,A,judaeo_arabic,abstained,True,False,False,True,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/3153_image.jpg
Cambridge_CUL_T_S_20_63,gpt_5_6_sol,"[0.60,1]",bin_quota,0.8333,1.0,0.9915,A,judaeo_arabic,abstained,True,False,False,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/9057_image.jpg
Manchester_JRL_A_960,gpt_5_6_sol,"[0.60,1]",canonical_completion,0.8079,0.9299,0.118,A,aramaic,substantive,True,False,False,True,fair,https://storage.googleapis.com/cairo-genizah-es-json/images/28375_image.jpg
Cambridge_CUL_T_S_13J14_7,kraken_raw,"[0.60,1]",bin_quota,0.7353,0.9116,0.2468,A,judaeo_arabic,substantive,False,False,False,False,,https://storage.googleapis.com/cairo-genizah-es-json/images/3238_image.jpg
Cambridge_CUL_T_S_13J8_6,kraken_raw,"[0.60,1]",bin_quota,0.608,0.8525,0.227,A,judaeo_arabic,substantive,False,False,False,False,,https://storage.googleapis.com/cairo-genizah-es-json/images/1227_image.jpg
Oxford_Bodleian_MS_heb_a_2_4,kraken_raw,"[0.60,1]",bin_quota,0.6191,0.8728,0.2588,A,aramaic,substantive,False,False,False,False,,https://storage.googleapis.com/cairo-genizah-es-json/images/2509_image.jpg
Cambridge_CUL_T_S_10J4_12,kraken_seg,"[0.60,1]",bin_quota,0.6767,0.8985,0.2389,A,untagged,substantive,True,False,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3015_image.jpg
Cambridge_CUL_T_S_13J2_9,kraken_seg,"[0.60,1]",bin_quota,0.7422,0.8952,0.1367,B,judaeo_arabic,substantive,True,False,True,False,fair,https://storage.googleapis.com/cairo-genizah-es-json/images/7961_image.jpg
Cambridge_CUL_T_S_20_21,kraken_seg,"[0.60,1]",bin_quota,0.7168,0.9012,0.1646,A,judaeo_arabic,substantive,True,False,True,False,fair,https://storage.googleapis.com/cairo-genizah-es-json/images/7504_image.jpg
Manchester_JRL_A_960,kraken_seg,"[0.60,1]",canonical_completion,0.7398,0.9135,0.2185,A,aramaic,substantive,True,True,True,True,fair,https://storage.googleapis.com/cairo-genizah-es-json/images/28375_image.jpg
Manchester_JRL_A_960,vision_ocr_seg,"[0.60,1]",canonical_completion,0.7094,0.8958,0.1595,A,aramaic,substantive,True,True,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/28375_image.jpg
